city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0,0.92,0,0,0,0,0,0,4,0,1,9,1.0
0,0.92,0,0,0,0,4,18,4,0,1,48,0.0
24,0.8270000000000001,0,0,1,1,0,6,7,1,5,92,0.0
6,0.92,0,0,0,0,0,11,6,4,5,160,0.0
9,0.926,0,0,0,3,0,0,0,0,1,40,0.0
47,0.698,0,0,2,0,0,11,0,0,0,105,1.0
0,0.92,0,0,0,0,0,0,6,0,0,160,0.0
15,0.91,0,0,0,0,0,21,0,0,0,103,0.0
0,0.92,1,1,0,0,3,9,0,0,1,78,1.0
9,0.926,1,0,0,0,0,4,4,0,5,9,0.0
2,0.624,1,0,1,0,0,17,0,2,0,40,1.0
36,0.897,0,0,1,1,0,3,0,2,5,14,0.0
64,0.527,0,0,0,0,0,18,6,0,4,198,1.0
8,0.913,0,0,0,0,0,12,6,0,5,3,0.0
12,0.804,0,1,1,2,0,2,6,0,0,17,0.0
25,0.55,0,1,0,0,0,2,6,0,2,37,1.0
9,0.926,0,0,0,0,0,15,6,0,5,16,0.0
81,0.722,0,0,0,0,0,12,0,0,0,13,0.0
0,0.92,2,0,0,0,0,21,2,4,0,14,0.0
30,0.866,0,0,1,2,0,17,2,4,0,155,0.0
29,0.7959999999999999,0,0,0,0,0,19,7,0,4,77,0.0
0,0.92,0,0,0,0,0,0,6,0,0,36,0.0
0,0.92,0,0,0,0,0,1,0,0,1,42,0.0
89,0.698,0,0,1,0,0,4,1,0,5,10,0.0
15,0.91,0,1,1,2,0,11,1,0,0,14,0.0
59,0.915,0,1,1,0,0,17,1,0,0,16,1.0
39,0.8959999999999999,0,0,0,0,0,13,6,0,1,116,1.0
0,0.92,0,1,1,2,0,11,6,0,2,310,0.0
2,0.624,0,1,0,2,0,3,6,0,2,53,1.0
0,0.92,0,0,0,0,0,0,6,5,0,70,0.0
6,0.92,0,0,0,0,2,1,0,2,0,22,0.0
17,0.924,0,0,0,1,0,7,7,0,0,41,0.0
13,0.855,1,0,0,0,3,17,0,0,4,66,0.0
48,0.939,0,1,0,3,0,11,0,4,0,13,0.0
0,0.92,0,0,0,0,0,0,0,4,4,47,0.0
45,0.698,0,1,1,0,0,8,0,4,5,106,0.0
35,0.878,0,0,0,1,0,4,6,0,0,24,1.0
0,0.92,1,0,0,0,4,8,6,0,5,11,1.0
15,0.91,0,0,0,0,0,2,1,0,1,146,0.0
15,0.91,0,0,0,0,2,0,0,2,4,40,0.0
2,0.624,0,0,1,0,0,8,0,1,0,19,1.0
84,0.848,0,0,1,0,0,0,0,1,4,34,0.0
7,0.762,0,0,0,0,0,9,0,0,0,16,0.0
6,0.92,0,0,0,1,0,12,0,0,3,51,0.0
0,0.92,0,1,0,1,3,16,0,0,0,142,1.0
0,0.92,0,1,0,4,3,6,0,0,2,88,0.0
2,0.624,0,0,0,0,0,6,6,1,5,76,0.0
53,0.698,0,1,1,0,0,17,6,1,0,59,0.0
12,0.804,0,1,0,0,0,3,0,0,0,43,0.0
27,0.698,1,0,0,1,0,9,5,1,0,22,0.0
15,0.91,1,1,0,0,3,3,1,2,0,131,0.0
48,0.939,0,0,0,1,0,0,0,2,0,3,1.0
0,0.92,0,1,1,0,0,2,0,2,0,16,0.0
15,0.91,1,1,0,1,0,17,1,2,0,59,1.0
2,0.624,1,1,1,2,0,2,1,0,2,110,1.0
66,0.738,1,0,1,1,0,20,2,0,2,34,0.0
22,0.754,0,0,0,1,0,12,5,0,0,16,0.0
35,0.878,0,0,0,0,0,2,0,0,4,100,0.0
0,0.92,0,1,1,0,3,17,4,5,0,19,0.0
2,0.624,0,0,0,0,0,12,6,0,1,34,0.0
0,0.92,0,1,0,0,0,4,6,0,0,43,0.0
28,0.893,0,0,1,0,0,0,5,0,0,48,0.0
0,0.92,0,0,0,0,0,20,6,0,4,12,0.0
6,0.92,0,0,0,0,0,13,0,0,5,262,0.0
15,0.91,0,0,0,0,0,19,5,0,5,21,0.0
12,0.804,1,1,0,0,3,10,5,0,0,190,0.0
15,0.91,0,0,0,0,0,9,5,1,5,41,0.0
2,0.624,0,0,1,0,0,8,6,0,0,222,1.0
70,0.74,1,1,0,0,0,2,2,0,5,91,0.0
33,0.802,0,1,1,0,0,19,6,0,2,14,0.0
0,0.92,0,0,0,1,0,0,7,0,4,98,0.0
23,0.939,0,0,0,0,0,0,6,0,0,19,0.0
0,0.92,0,0,0,0,0,16,4,0,5,18,0.0
0,0.92,0,1,0,1,0,12,2,0,4,3,0.0
0,0.92,0,1,0,0,0,8,2,0,2,80,0.0
15,0.91,0,0,0,0,0,8,0,0,5,87,0.0
9,0.926,0,0,0,0,0,9,0,0,0,56,1.0
15,0.91,0,0,0,0,0,10,2,4,0,328,0.0
0,0.92,0,0,0,0,0,4,2,0,1,17,0.0
0,0.92,0,1,2,0,0,3,6,0,2,74,0.0
0,0.92,0,0,0,1,0,4,2,0,0,37,0.0
9,0.926,0,1,1,4,0,2,2,0,2,52,0.0
7,0.762,0,0,0,0,0,13,0,1,0,21,0.0
15,0.91,0,0,0,0,0,0,0,1,5,300,0.0
9,0.926,0,0,0,1,0,13,5,0,5,92,0.0
23,0.939,0,0,0,1,0,0,1,0,1,13,0.0
0,0.92,0,0,0,0,0,0,1,0,0,161,1.0
39,0.8959999999999999,0,0,0,1,0,5,6,0,2,34,0.0
0,0.92,0,0,0,0,0,0,5,0,1,8,0.0
36,0.897,0,0,0,3,0,12,6,0,1,226,0.0
34,0.579,0,1,2,2,0,17,6,0,2,65,0.0
15,0.91,0,0,0,0,0,0,6,0,0,146,0.0
9,0.926,0,0,0,0,0,0,1,0,0,34,0.0
15,0.91,0,0,0,1,0,19,6,5,0,21,0.0
12,0.804,0,0,0,1,0,12,6,5,0,84,0.0
18,0.6659999999999999,0,1,0,0,0,3,2,0,0,45,0.0
15,0.91,0,1,0,0,0,8,2,0,2,36,0.0
0,0.92,0,0,0,0,0,20,2,0,3,113,1.0
9,0.926,0,1,1,2,0,19,2,0,2,150,0.0
15,0.91,0,0,0,0,0,4,2,0,0,6,0.0
0,0.92,0,1,0,0,3,1,6,0,4,4,0.0
36,0.897,0,0,0,1,0,2,0,1,0,198,0.0
2,0.624,0,0,0,0,0,2,0,1,0,135,0.0
0,0.92,0,0,0,3,0,19,6,1,0,40,0.0
2,0.624,0,0,0,0,0,20,0,0,0,6,1.0
0,0.92,0,0,0,1,0,0,4,0,1,58,0.0
0,0.92,0,0,0,0,3,11,4,0,0,88,1.0
25,0.55,0,0,0,1,0,6,1,2,0,29,0.0
6,0.92,0,0,0,0,0,18,0,0,1,168,0.0
9,0.926,0,0,0,0,0,12,4,0,2,16,0.0
14,0.887,0,0,0,0,0,5,1,0,0,192,0.0
0,0.92,1,0,0,0,0,19,2,0,5,36,1.0
2,0.624,1,0,0,0,0,6,0,0,2,35,1.0
2,0.624,1,0,0,0,0,20,2,0,1,53,1.0
27,0.698,0,1,1,0,0,3,2,0,0,74,1.0
37,0.949,2,1,0,1,0,19,0,0,0,88,0.0
0,0.92,0,0,0,1,0,0,2,0,1,43,1.0
0,0.92,0,0,0,0,0,0,2,0,0,41,1.0
2,0.624,0,0,0,1,0,20,0,4,3,33,1.0
90,0.83,0,1,0,2,0,8,0,4,2,2,0.0
12,0.804,0,0,0,1,0,19,0,4,5,25,1.0
9,0.926,0,1,1,2,0,12,0,4,0,22,0.0
0,0.92,0,1,0,0,0,1,6,0,1,8,0.0
15,0.91,0,1,1,0,0,10,6,0,0,42,1.0
94,0.698,0,1,1,0,0,2,6,0,2,72,1.0
27,0.698,0,0,0,0,0,6,6,0,0,149,0.0
0,0.92,0,0,0,0,0,0,6,0,1,49,0.0
12,0.804,0,0,0,2,0,2,6,0,0,82,0.0
4,0.767,0,0,0,0,0,19,6,0,0,50,1.0
23,0.939,0,0,0,2,0,4,1,0,2,62,0.0
3,0.789,0,0,0,0,0,20,6,0,0,212,1.0
13,0.855,0,0,0,1,0,1,5,0,1,176,0.0
9,0.926,0,1,1,1,0,13,7,4,0,8,0.0
71,0.579,0,0,0,0,0,12,1,2,2,24,1.0
2,0.624,0,1,0,0,0,10,1,2,2,31,0.0
32,0.682,0,1,1,0,0,8,1,2,5,8,1.0
12,0.804,0,0,1,2,0,18,1,2,0,99,0.0
15,0.91,0,0,0,0,0,0,1,2,1,89,0.0
0,0.92,0,1,0,0,0,17,0,2,0,32,0.0
3,0.789,0,1,1,0,0,2,0,2,0,156,1.0
2,0.624,0,0,1,1,0,16,0,4,0,35,0.0
12,0.804,0,1,0,0,3,10,4,0,0,26,0.0
34,0.579,1,1,0,2,3,17,4,0,2,218,0.0
13,0.855,0,0,0,1,0,4,6,0,0,6,0.0
9,0.926,0,0,1,0,0,17,6,0,0,54,0.0
36,0.897,0,1,1,2,0,11,6,0,5,14,0.0
93,0.725,0,1,1,1,0,20,6,0,0,27,0.0
19,0.5579999999999999,0,0,1,0,0,11,1,0,5,19,0.0
36,0.897,0,0,0,1,0,19,2,0,5,47,0.0
81,0.722,0,1,0,1,0,16,2,0,1,98,0.0
17,0.924,0,0,0,1,0,20,2,0,2,40,0.0
0,0.92,0,0,0,0,0,13,0,0,5,39,0.0
9,0.926,0,0,2,0,0,0,0,0,2,52,0.0
58,0.899,0,0,0,0,0,18,7,0,5,28,1.0
9,0.926,0,0,0,0,0,18,4,0,0,182,0.0
44,0.698,0,1,1,0,0,6,6,0,5,44,0.0
58,0.899,0,1,0,1,5,9,6,0,2,35,0.0
29,0.7959999999999999,0,0,1,0,2,19,6,1,0,29,0.0
15,0.91,0,1,1,2,2,11,6,1,0,78,0.0
0,0.92,0,0,0,0,2,6,1,0,1,125,0.0
6,0.92,1,0,0,0,3,10,1,0,0,35,1.0
0,0.92,1,0,0,0,0,0,0,0,3,69,0.0
28,0.893,0,0,0,0,0,18,6,2,0,52,0.0
43,0.925,1,0,0,0,0,19,1,0,0,90,0.0
13,0.855,0,0,0,2,0,7,1,0,0,56,0.0
46,0.7759999999999999,0,0,0,1,0,4,1,0,0,153,0.0
66,0.738,0,0,1,0,0,2,6,0,2,40,0.0
0,0.92,1,0,0,1,0,4,5,0,1,47,0.0
2,0.624,0,0,0,0,1,18,4,0,0,17,1.0
6,0.92,0,0,0,1,0,0,4,0,1,51,1.0
15,0.91,0,0,0,0,0,0,4,4,1,23,0.0
17,0.924,0,0,0,2,0,0,4,4,1,80,0.0
6,0.92,0,1,0,3,0,0,3,4,1,19,0.0
8,0.913,0,0,0,0,5,12,3,4,0,7,0.0
13,0.855,0,0,0,0,0,6,4,0,5,100,1.0
64,0.527,0,1,0,0,0,2,6,0,0,15,0.0
0,0.92,0,0,0,0,2,19,0,0,0,9,0.0
0,0.92,0,0,0,1,0,0,4,4,1,36,0.0
0,0.92,0,0,0,3,0,0,4,4,0,72,1.0
36,0.897,0,0,1,1,0,6,4,4,0,6,1.0
0,0.92,0,0,0,0,0,18,6,0,0,25,0.0
16,0.884,0,0,0,1,0,15,1,1,0,41,0.0
9,0.926,0,0,0,2,0,19,1,1,0,42,0.0
0,0.92,0,0,0,0,0,16,1,1,0,190,0.0
5,0.764,0,0,0,1,0,13,6,5,0,51,0.0
2,0.624,0,0,0,0,0,10,6,5,2,162,1.0
48,0.939,0,1,1,2,0,8,6,5,2,46,0.0
28,0.893,0,0,0,2,0,0,2,0,1,35,0.0
7,0.762,0,0,2,0,0,16,7,0,5,70,0.0
2,0.624,0,0,1,0,0,8,0,0,2,50,1.0
0,0.92,0,0,0,0,0,19,4,0,1,16,0.0
2,0.624,0,1,1,1,0,2,0,0,3,6,0.0
15,0.91,0,0,0,0,0,12,2,0,0,9,0.0
9,0.926,0,0,0,1,0,0,1,0,5,34,0.0
62,0.89,1,0,0,2,0,9,4,0,4,48,0.0
15,0.91,0,0,0,2,0,2,1,2,0,98,1.0
80,0.479,0,0,0,2,0,14,1,2,2,61,1.0
2,0.624,0,1,1,2,0,11,1,2,2,74,1.0
8,0.913,0,0,0,3,0,0,1,2,1,17,0.0
13,0.855,1,1,1,0,0,13,1,2,0,156,0.0
36,0.897,0,0,0,1,0,2,1,2,1,8,0.0
17,0.924,0,0,1,0,0,18,1,2,0,45,0.0
12,0.804,0,1,1,2,0,18,5,2,0,43,0.0
12,0.804,0,0,0,4,0,4,5,2,1,78,0.0
64,0.527,0,0,0,0,0,8,5,0,2,28,0.0
6,0.92,0,0,0,0,0,12,5,0,0,44,0.0
57,0.743,0,0,0,0,0,16,6,0,4,100,0.0
40,0.836,0,0,0,1,0,7,0,1,0,116,0.0
0,0.92,0,0,0,0,0,9,2,0,0,48,0.0
64,0.527,0,1,0,0,0,17,7,1,0,30,0.0
0,0.92,0,0,2,0,0,2,1,2,0,17,1.0
2,0.624,0,0,1,0,0,17,5,0,0,53,1.0
35,0.878,0,0,0,2,0,7,5,0,0,34,0.0
0,0.92,1,0,0,0,0,18,0,1,0,21,0.0
0,0.92,0,0,0,0,0,18,0,0,5,148,0.0
36,0.897,0,0,0,1,0,8,1,2,5,54,0.0
0,0.92,0,0,2,0,0,18,4,2,0,26,0.0
14,0.887,0,0,0,1,0,18,1,0,0,44,0.0
17,0.924,0,0,1,0,0,18,0,0,0,86,0.0
18,0.6659999999999999,0,0,0,0,0,16,6,0,1,32,0.0
6,0.92,0,0,0,0,0,0,6,0,4,35,0.0
9,0.926,0,0,0,1,0,13,0,0,0,23,1.0
0,0.92,0,0,0,0,0,0,2,0,1,7,0.0
16,0.884,0,0,2,0,0,0,2,0,5,6,1.0
0,0.92,1,0,0,0,5,2,2,0,5,83,0.0
73,0.698,0,1,1,0,0,2,2,0,0,24,0.0
0,0.92,2,0,0,0,2,8,7,0,0,96,0.0
17,0.924,2,1,0,0,0,6,7,0,3,90,0.0
50,0.903,0,0,0,0,0,0,6,0,5,89,0.0
2,0.624,0,0,0,1,0,2,7,0,0,10,1.0
9,0.926,0,1,1,2,0,13,7,0,2,3,0.0
4,0.767,0,0,1,0,0,18,7,5,0,155,0.0
2,0.624,0,0,1,0,0,11,7,5,0,16,0.0
0,0.92,0,1,0,0,0,4,7,5,0,35,1.0
0,0.92,0,1,0,1,3,17,2,3,0,131,0.0
0,0.92,0,0,0,0,0,0,5,0,5,160,0.0
22,0.754,0,0,0,0,0,0,7,0,3,47,1.0
15,0.91,0,0,0,0,0,0,5,0,0,30,0.0
0,0.92,0,0,0,1,0,0,6,0,0,68,0.0
2,0.624,0,0,1,0,0,2,1,2,2,57,1.0
2,0.624,0,1,1,2,0,2,1,2,2,47,1.0
7,0.762,0,1,2,0,0,2,1,2,0,32,1.0
3,0.789,0,0,1,0,0,1,1,2,0,108,1.0
2,0.624,0,0,1,1,0,11,0,0,0,151,1.0
13,0.855,0,0,0,0,0,13,6,0,1,53,0.0
12,0.804,0,0,0,0,0,0,6,0,1,8,0.0
0,0.92,0,1,1,0,0,11,6,4,0,15,0.0
2,0.624,0,1,2,0,0,8,6,4,2,77,1.0
17,0.924,0,1,1,2,0,8,5,2,0,74,0.0
48,0.939,0,1,0,0,0,11,4,4,0,14,1.0
0,0.92,0,0,0,2,0,18,5,0,1,62,0.0
0,0.92,0,0,0,0,0,14,7,0,1,164,0.0
27,0.698,0,0,1,0,0,11,6,0,5,26,1.0
0,0.92,0,0,0,0,0,5,6,0,0,29,0.0
15,0.91,0,0,0,0,0,2,6,1,4,73,0.0
2,0.624,0,0,0,0,0,6,0,0,0,12,1.0
9,0.926,0,1,0,1,0,15,4,4,1,48,0.0
0,0.92,0,0,0,0,0,16,2,0,3,138,0.0
12,0.804,0,0,0,0,5,7,2,0,3,73,0.0
36,0.897,0,0,0,1,0,6,5,0,5,64,0.0
9,0.926,0,1,2,0,0,2,2,4,1,54,1.0
0,0.92,0,1,1,0,0,12,2,4,4,78,1.0
38,0.925,0,0,2,1,0,19,0,0,3,52,0.0
25,0.55,0,0,0,0,0,9,0,0,4,18,1.0
0,0.92,0,1,0,0,0,7,3,0,1,67,0.0
2,0.624,0,0,1,0,0,18,5,0,0,232,1.0
27,0.698,0,1,1,0,0,10,5,0,0,13,0.0
15,0.91,0,0,0,0,0,5,5,0,1,29,0.0
28,0.893,0,0,2,0,4,19,5,0,5,38,0.0
5,0.764,0,0,0,0,0,17,1,0,0,12,0.0
0,0.92,0,0,0,1,0,7,1,0,1,65,1.0
4,0.767,0,0,0,0,0,14,6,0,2,14,0.0
0,0.92,0,1,1,0,0,17,6,0,0,49,0.0
35,0.878,0,0,0,1,0,0,0,0,1,25,0.0
2,0.624,0,0,2,0,0,11,6,0,0,82,1.0
48,0.939,1,0,0,1,0,6,6,5,1,77,1.0
9,0.926,0,0,0,1,0,20,2,0,5,6,1.0
13,0.855,0,0,1,0,0,11,5,2,4,81,0.0
2,0.624,0,0,2,1,0,2,5,2,4,6,1.0
29,0.7959999999999999,0,1,1,2,0,11,4,2,0,53,0.0
7,0.762,0,0,0,1,0,0,3,0,1,15,0.0
22,0.754,0,0,0,0,0,2,6,0,4,28,0.0
80,0.479,0,1,1,0,5,17,6,0,4,11,1.0
2,0.624,0,1,0,0,0,0,2,0,3,24,0.0
0,0.92,0,0,0,0,0,6,6,0,3,39,0.0
15,0.91,0,0,0,0,0,8,6,0,0,53,0.0
18,0.6659999999999999,0,0,0,0,0,4,0,0,5,84,1.0
2,0.624,1,1,0,0,0,11,0,0,3,29,1.0
14,0.887,0,1,0,3,1,0,2,4,3,14,0.0
0,0.92,0,0,0,0,5,2,2,0,0,28,0.0
2,0.624,0,1,1,2,5,17,2,0,2,75,0.0
6,0.92,0,0,0,0,0,13,0,0,0,30,0.0
2,0.624,0,0,2,0,0,5,2,0,3,154,0.0
13,0.855,0,0,0,0,0,12,0,0,3,85,0.0
16,0.884,0,1,0,0,2,0,7,0,5,54,0.0
2,0.624,0,0,1,0,0,2,7,0,2,11,1.0
22,0.754,0,1,1,0,0,18,4,0,4,8,0.0
50,0.903,0,0,0,0,5,16,0,1,0,11,0.0
0,0.92,0,0,0,0,5,8,6,0,0,162,0.0
13,0.855,0,0,2,0,0,6,0,0,0,63,0.0
36,0.897,0,1,1,0,0,8,0,0,0,29,1.0
2,0.624,0,0,1,1,0,11,0,0,0,64,1.0
13,0.855,0,0,0,1,0,4,0,0,5,8,0.0
2,0.624,0,1,1,2,0,17,0,0,2,280,1.0
0,0.92,0,0,0,0,5,18,0,0,5,18,0.0
0,0.92,0,0,0,0,1,2,0,0,0,32,1.0
2,0.624,0,0,1,1,0,2,0,0,0,69,0.0
6,0.92,0,1,0,4,0,17,0,0,0,336,0.0
0,0.92,1,0,0,0,3,17,1,0,4,13,0.0
0,0.92,0,1,0,0,3,2,1,0,0,41,0.0
17,0.924,0,1,0,2,3,18,1,0,2,20,0.0
14,0.887,0,0,2,0,0,6,1,0,2,33,0.0
15,0.91,0,0,0,1,0,13,6,0,3,60,0.0
33,0.802,0,0,0,0,3,12,1,0,1,14,0.0
16,0.884,0,1,2,1,0,17,1,4,2,22,0.0
27,0.698,0,0,2,0,0,15,1,4,1,24,0.0
15,0.91,0,0,1,0,0,13,6,0,5,40,0.0
18,0.6659999999999999,0,1,0,0,0,0,0,0,0,64,1.0
15,0.91,0,0,0,0,0,19,2,0,0,56,0.0
33,0.802,0,0,1,1,0,9,7,0,3,46,0.0
2,0.624,0,1,1,0,0,18,7,0,2,12,0.0
14,0.887,0,1,0,0,5,1,7,0,1,12,0.0
36,0.897,0,0,0,1,0,8,0,0,0,45,0.0
2,0.624,0,0,1,0,0,2,1,2,5,144,1.0
0,0.92,0,0,0,0,0,0,1,4,1,50,1.0
0,0.92,0,0,0,0,0,18,0,1,0,29,0.0
38,0.925,0,0,0,1,3,13,7,4,3,112,0.0
25,0.55,0,1,0,2,3,6,7,4,2,86,1.0
0,0.92,0,0,0,1,5,0,2,0,0,22,0.0
12,0.804,0,0,0,1,0,11,0,0,3,148,0.0
19,0.5579999999999999,0,1,0,0,0,10,6,0,0,92,0.0
40,0.836,0,0,0,1,0,0,6,0,0,5,0.0
38,0.925,0,0,0,0,0,18,0,3,0,112,0.0
15,0.91,1,0,0,0,0,19,0,0,1,94,0.0
10,0.8270000000000001,0,0,0,0,0,1,6,0,0,114,0.0
9,0.926,0,0,0,1,0,0,0,0,1,17,0.0
6,0.92,0,0,0,0,2,11,6,2,3,11,0.0
17,0.924,0,1,1,0,2,2,6,2,2,55,0.0
6,0.92,0,0,1,0,0,17,2,0,0,26,0.0
19,0.5579999999999999,0,0,0,2,0,18,1,0,0,30,0.0
13,0.855,0,0,0,1,0,9,4,0,0,192,0.0
2,0.624,0,1,1,0,0,3,4,0,2,30,0.0
6,0.92,0,0,0,0,0,16,7,0,1,24,0.0
0,0.92,0,1,0,0,0,0,7,0,1,17,0.0
0,0.92,0,0,0,1,0,0,6,0,0,28,0.0
22,0.754,0,0,1,1,0,11,0,0,3,82,0.0
15,0.91,0,0,0,1,0,0,6,5,1,30,0.0
5,0.764,0,0,2,1,0,17,6,5,4,43,1.0
28,0.893,0,0,0,0,0,19,6,0,1,70,0.0
9,0.926,0,0,0,1,0,0,0,0,0,50,0.0
15,0.91,0,0,0,0,0,18,7,0,4,125,0.0
2,0.624,0,0,0,1,0,6,4,0,1,17,1.0
38,0.925,0,0,0,4,0,6,1,0,0,34,0.0
58,0.899,0,0,2,0,0,0,6,0,5,83,1.0
0,0.92,0,0,0,0,0,0,6,1,5,6,0.0
3,0.789,0,1,1,0,0,10,2,0,0,3,0.0
58,0.899,0,0,0,0,3,1,1,0,1,45,0.0
2,0.624,0,1,1,0,0,15,1,0,1,46,1.0
2,0.624,0,1,0,0,0,8,4,0,0,17,0.0
2,0.624,0,0,0,0,0,5,4,0,4,77,1.0
6,0.92,0,0,0,2,0,0,1,0,4,67,0.0
44,0.698,0,1,0,0,0,11,6,4,0,25,0.0
33,0.802,1,0,2,0,0,4,4,0,0,174,0.0
2,0.624,1,1,1,0,0,3,4,0,2,308,1.0
8,0.913,0,0,0,0,0,1,1,0,4,9,1.0
0,0.92,0,1,1,0,0,8,1,0,2,42,1.0
2,0.624,0,1,2,2,0,8,1,0,2,100,1.0
27,0.698,0,1,2,0,0,8,1,0,0,98,1.0
65,0.7659999999999999,0,1,1,0,0,11,1,0,5,168,1.0
6,0.92,0,0,0,0,0,13,1,0,5,90,0.0
0,0.92,0,0,0,0,0,0,2,0,1,143,0.0
9,0.926,0,1,1,2,0,17,2,0,2,74,0.0
85,0.698,0,0,0,1,0,0,0,0,0,89,0.0
7,0.762,0,0,0,0,0,15,0,0,0,64,1.0
0,0.92,0,0,0,0,0,2,2,0,0,16,0.0
19,0.5579999999999999,0,0,0,0,0,17,1,2,2,61,1.0
36,0.897,0,0,0,1,0,20,0,0,0,27,0.0
15,0.91,0,0,0,1,0,3,4,0,0,33,0.0
0,0.92,2,0,0,0,0,4,0,0,0,31,1.0
14,0.887,0,0,0,0,0,1,4,0,4,107,1.0
22,0.754,0,0,0,0,0,0,0,0,1,134,0.0
0,0.92,0,0,0,0,0,18,4,0,0,84,0.0
98,0.745,0,1,1,0,0,17,4,0,2,91,0.0
0,0.92,0,0,0,0,0,0,4,0,0,112,1.0
52,0.727,0,1,2,0,0,11,4,0,0,44,1.0
0,0.92,0,0,0,1,0,0,0,1,1,59,0.0
15,0.91,0,0,0,0,0,0,0,1,5,161,0.0
0,0.92,0,0,0,0,2,0,2,0,3,72,0.0
0,0.92,0,0,0,0,0,11,0,0,0,39,0.0
30,0.866,0,1,0,1,0,2,7,4,0,103,1.0
2,0.624,0,1,1,0,0,8,7,4,2,39,0.0
0,0.92,1,0,0,0,3,0,0,5,0,84,0.0
0,0.92,1,0,0,0,0,11,6,0,0,27,0.0
65,0.7659999999999999,1,0,0,0,0,18,4,0,5,33,0.0
0,0.92,0,0,0,0,0,0,6,0,0,28,0.0
0,0.92,0,0,0,0,0,0,4,4,1,33,0.0
0,0.92,0,0,0,0,0,2,0,0,0,92,0.0
36,0.897,0,1,1,0,0,18,0,0,0,17,1.0
15,0.91,0,0,0,0,0,1,6,0,0,51,0.0
0,0.92,0,0,0,0,0,11,6,0,0,35,1.0
0,0.92,1,0,0,0,0,17,6,0,2,28,0.0
9,0.926,1,1,0,2,0,8,6,0,5,23,0.0
9,0.926,1,0,2,0,0,15,2,0,1,41,0.0
28,0.893,0,0,0,1,0,14,1,0,0,21,0.0
2,0.624,0,0,1,1,0,11,0,0,0,35,1.0
4,0.767,0,1,0,0,0,12,0,0,2,52,0.0
0,0.92,0,0,2,0,0,15,4,0,0,68,0.0
25,0.55,0,0,0,0,0,2,6,0,0,228,1.0
15,0.91,0,1,1,1,0,11,6,0,0,50,0.0
0,0.92,1,0,0,1,0,4,7,0,4,122,0.0
0,0.92,1,1,1,1,0,4,7,0,0,58,0.0
0,0.92,2,1,0,1,0,11,7,0,0,176,0.0
13,0.855,0,0,1,0,0,19,1,1,0,3,0.0
6,0.92,0,0,0,0,0,0,0,0,4,147,0.0
6,0.92,0,1,1,0,0,11,0,0,5,39,1.0
2,0.624,0,0,1,0,5,0,0,0,1,47,0.0
7,0.762,0,1,1,0,0,2,0,0,4,49,0.0
61,0.895,0,0,1,1,0,11,0,1,5,13,1.0
2,0.624,0,0,0,0,0,2,2,0,2,298,1.0
2,0.624,0,0,0,0,0,20,7,0,0,37,0.0
36,0.897,0,1,1,0,0,2,7,0,2,40,0.0
0,0.92,0,0,0,0,3,0,2,0,1,86,0.0
2,0.624,0,0,0,0,3,6,2,0,1,36,1.0
0,0.92,1,0,0,3,0,5,3,0,0,11,0.0
73,0.698,1,0,1,2,0,17,0,4,5,53,0.0
21,0.794,0,0,1,0,0,2,6,4,0,84,0.0
22,0.754,0,0,1,0,0,11,1,0,0,15,0.0
64,0.527,0,0,1,0,0,11,1,0,0,104,0.0
37,0.949,0,0,0,0,0,12,5,0,1,19,0.0
31,0.698,0,1,0,2,0,17,5,0,2,96,0.0
58,0.899,0,0,0,0,5,20,5,0,1,54,0.0
24,0.8270000000000001,0,0,2,2,5,17,6,5,1,116,0.0
9,0.926,0,0,0,1,0,6,1,2,0,4,0.0
6,0.92,0,0,0,1,0,0,0,0,1,96,0.0
28,0.893,0,0,0,1,0,0,0,0,0,67,0.0
0,0.92,0,0,0,0,2,7,2,0,3,59,0.0
2,0.624,0,0,0,0,0,8,2,0,5,214,0.0
76,0.84,0,0,0,0,0,17,1,0,2,63,0.0
0,0.92,0,0,1,0,0,8,1,0,0,33,0.0
0,0.92,0,1,1,1,0,19,1,0,1,55,1.0
48,0.939,2,1,1,2,0,17,6,0,4,17,0.0
53,0.698,0,1,1,4,0,10,6,0,2,34,0.0
0,0.92,0,0,0,0,0,0,6,0,2,101,0.0
0,0.92,0,0,1,0,0,0,1,1,1,50,0.0
77,0.691,0,0,1,0,0,19,7,0,5,96,0.0
9,0.926,0,0,2,0,0,4,7,0,3,61,1.0
9,0.926,0,1,1,0,0,18,0,5,0,51,1.0
0,0.92,0,0,0,0,0,4,4,0,0,26,0.0
2,0.624,0,1,1,0,0,11,4,0,2,22,1.0
89,0.698,0,0,0,0,0,9,4,0,0,14,0.0
36,0.897,0,0,0,1,0,0,7,0,5,18,0.0
2,0.624,0,0,0,0,0,3,2,0,5,38,1.0
12,0.804,0,0,0,0,0,0,7,0,0,99,0.0
48,0.939,0,1,2,2,0,11,6,0,2,7,0.0
0,0.92,0,0,0,0,3,1,6,0,0,154,0.0
40,0.836,0,0,0,0,0,2,0,0,0,8,0.0
2,0.624,0,0,0,0,0,17,5,4,0,7,1.0
2,0.624,0,1,0,4,0,11,5,4,2,6,1.0
2,0.624,0,0,1,0,0,18,6,0,0,242,0.0
45,0.698,0,0,0,0,0,19,2,0,0,109,0.0
2,0.624,0,0,0,0,0,18,6,0,0,50,1.0
